DATABASE	NAME	EC NUMBER(S)	KEGG ID(S)	DELTAG (kcal/mol)	DELTAG ERROR (kcal/mol)	EQUATION	NAME EQ	THERMODYNAMIC FEASIBILTY
rxn00398	rxn00398	|1.4.3.-|		-23.0227	1.06194	cpd00001_c0 + cpd00007_c0 + cpd00051_c0 <=> cpd00013_c0 + cpd00025_c0 + cpd03528_c0	H2O + O2 + Arginine <=> NH3 + H2O2 + 2-Oxoarginine	=>
rxn00397	NAD+:L-arginine ADP-D-ribosyltransferase	|2.4.2.31|		-10.4	1.07404	cpd00003_c0 + cpd00051_c0 <=> cpd00067_c0 + cpd00133_c0 + cpd00884_c0	NAD + Arginine <=> H+ + NICO + N(omega)-(ADP-D-ribosyl)-L-arginine	=>
rxn00396	ATP:L-arginine N-phosphotransferase	|2.7.3.3|	R00554	1.93	0.763721	cpd00002_c0 + cpd00051_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd03535_c0	ATP + Arginine <=> ADP + H+ + Phosphoarginine	<=>
rxn00395	L-Arginine iminohydrolase	|3.5.3.6|	R00552	-12.383	1.71492	cpd00001_c0 + cpd00051_c0 <=> cpd00013_c0 + cpd00274_c0	H2O + Arginine <=> NH3 + Citrulline	=>
rxn00394	L-Arginine amidinohydrolase	|3.5.3.1|	R00551	-3.903	1.68444	cpd00001_c0 + cpd00051_c0 <=> cpd00064_c0 + cpd00073_c0	H2O + Arginine <=> Ornithine + Urea	=>
rxn00392	ATP:riboflavin 5'-phosphotransferase	2.7.1.26	R00549	-4.5	0.23673	cpd00002_c0 + cpd00220_c0 <=> cpd00008_c0 + cpd00050_c0	ATP + RIBF <=> ADP + FMN	<=>
rxn00393	D-Glucose-1-phosphate:riboflavin 5'-phosphotransferase	|2.7.1.42|	R00550	0	2	cpd00089_c0 + cpd00220_c0 <=> cpd00027_c0 + cpd00050_c0	Cori ester + RIBF <=> Glucose + FMN	<=>
rxn00391	Riboflavin-5-phosphate phosphohydrolase (acid optimum)	|3.1.3.2|	R00548	-2.317	0.735634	cpd00001_c0 + cpd00050_c0 <=> cpd00009_c0 + cpd00067_c0 + cpd00220_c0	H2O + FMN <=> Phosphate + H+ + RIBF	=>
rxn00390	N-Acyl-L-aspartate amidohydrolase	|3.5.1.15|	R00546	-14.763	0.773539	cpd00001_c0 + cpd01759_c0 <=> cpd00041_c0 + cpd00049_c0	H2O + N-Acyl-L-aspartate <=> Aspartate + R-COOH	=>
rxn00389	N6-Acyl-L-lysine amidohydrolase	|3.5.1.17|	R00545	10000000	0.907288	cpd00001_c0 + cpd00067_c0 + cpd01611_c0 <=> cpd00039_c0 + cpd00049_c0	H2O + H+ + N6-Acyl-L-lysine <=> Lysine + R-COOH	<=>
rxn00388	Nitrile aminohydrolase	|3.5.5.1|3.5.5.2|3.5.5.5|3.5.5.7|	R00540	1.804	5.0478	(2) cpd00001_c0 + cpd00542_c0 <=> cpd00013_c0 + cpd00049_c0	2 H2O + R-CN <=> NH3 + R-COOH	=>
rxn00387	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase	|2.8.2.15|	R00537	-4.5	0.23673	cpd00044_c0 + cpd03147_c0 <=> cpd00045_c0 + cpd05273_c0	PAPS + 2-Methoxyestradiol-17beta <=> PAP + 2-Methoxyestradiol-17beta 3-sulfate	<=>
rxn00386	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase	|2.8.2.15|	R00536	-4.5	0.23673	cpd00044_c0 + cpd03144_c0 <=> cpd00045_c0 + cpd05272_c0	PAPS + 2-Methoxyestrone <=> PAP + 2-Methoxyestrone 3-sulfate	<=>
rxn00385	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase	|2.8.2.15|	R00535	-4.5	0.23673	cpd00044_c0 + cpd00702_c0 <=> cpd00045_c0 + cpd05271_c0	PAPS + Estradiol <=> PAP + Estradiol-17beta 3-sulfate	<=>
rxn00384	D-Glucose 6-sulfate sulfohydrolase	|3.1.6.3|	R00534	-16.313	1.00154	cpd00001_c0 + cpd01829_c0 <=> cpd00027_c0 + cpd00048_c0 + cpd00067_c0	H2O + D-Glucose 6-sulfate <=> Glucose + SLF + H+	=>
rxn00383	Sulfite:oxygen oxidoreductase	|1.8.3.1|	R00533	-40.6327	1.11803	cpd00001_c0 + cpd00007_c0 + cpd00081_c0 <=> cpd00025_c0 + cpd00048_c0 + cpd00067_c0	H2O + O2 + HSO3- <=> H2O2 + SLF + H+	=>
rxn00382	L-Serine-O-sulfate ammonia-lyase (pyruvate-forming)	|4.3.1.10|	R00532	-23.823	1.17665	cpd00001_c0 + cpd01750_c0 <=> cpd00013_c0 + cpd00020_c0 + cpd00048_c0 + cpd00067_c0	H2O + L-Serine O-sulfate <=> NH3 + Pyruvate + SLF + H+	=>
rxn00381	Adenylylsulfate sulfohydrolase	|3.6.2.1|	R00531	-20.813	1.01359	cpd00001_c0 + cpd00193_c0 <=> cpd00018_c0 + cpd00048_c0 + cpd00067_c0	H2O + APS <=> AMP + SLF + H+	=>
rxn00379	ATP:sulfate adenylyltransferase	|2.7.7.4|	R00529	12.57	1.01359	cpd00002_c0 + cpd00048_c0 + cpd00067_c0 <=> cpd00012_c0 + cpd00193_c0	ATP + SLF + H+ <=> PPi + APS	<=>
rxn00380	ADP:sulfate adenylyltransferase	|2.7.7.5|	R00530	13.996	1.00622	cpd00008_c0 + cpd00048_c0 <=> cpd00009_c0 + cpd00193_c0	ADP + SLF <=> Phosphate + APS	<=
rxn00378	Sulfite:ferricytochrome-c oxidoreductase	|1.8.2.1|	R00528	10000000	10000000	cpd00001_c0 + cpd00081_c0 + (2) cpd00109_c0 <=> cpd00048_c0 + (3) cpd00067_c0 + (2) cpd00110_c0	H2O + HSO3- + 2 Cytochrome c3+ <=> SLF + 3 H+ + 2 Cytochrome c2+	<=>
rxn00377	S-Formylglutathione hydrolase	|3.1.2.12|	R00527	-4.557	1.29987	cpd00001_c0 + cpd00759_c0 <=> cpd00042_c0 + cpd00047_c0 + cpd00067_c0	H2O + S-Formylglutathione <=> GSH + FORM + H+	=>
rxn00376	N-Formyl-L-aspartate amidohydrolase	|3.5.1.8|3.5.1.15|	R00526	0.737	0.975521	cpd00001_c0 + cpd00769_c0 <=> cpd00041_c0 + cpd00047_c0	H2O + N-Formyl-L-aspartate <=> Aspartate + FORM	<=>
rxn00374	Formamide amidohydrolase	|3.5.1.49|	R00524	-17.823	0.941518	cpd00001_c0 + cpd00378_c0 <=> cpd00013_c0 + cpd00047_c0	H2O + Formamide <=> NH3 + FORM	=>
rxn00375	N-Formyl-L-glutamate amidohydrolase	|3.5.1.68|	R00525	0.737	0.975521	cpd00001_c0 + cpd00770_c0 <=> cpd00023_c0 + cpd00047_c0	H2O + N-Formyl-L-glutamate <=> GLU + FORM	<=>
rxn00373	Oxalate carboxy-lyase	|4.1.1.2|	R00522	-5.63	0.866025	cpd00067_c0 + cpd00180_c0 <=> cpd00011_c0 + cpd00047_c0	H+ + Oxalate <=> CO2 + FORM	=>
rxn00371	Formate:NAD+ oxidoreductase	|1.2.1.2|	R00519	-3.09	1.26256	cpd00003_c0 + cpd00047_c0 <=> cpd00004_c0 + cpd00011_c0	NAD + FORM <=> NADH + CO2	=>
rxn00372	Formyl-CoA hydrolase	|3.1.2.10|	R00521	-4.557	1.29987	cpd00001_c0 + cpd00592_c0 <=> cpd00010_c0 + cpd00047_c0 + cpd00067_c0	H2O + Formyl-CoA <=> CoA + FORM + H+	=>
rxn00370	ATP:formate phosphotransferase	|2.7.2.6|	R00518	-1.1348	1.99406	cpd00002_c0 + cpd00047_c0 + cpd00067_c0 <=> cpd00008_c0 + cpd01598_c0	ATP + FORM + H+ <=> ADP + Formyl phosphate	<=>
rxn00368	UTP:cytidine 5'-phosphotransferase	|2.7.1.48|	R00516	-4.5	0.23673	cpd00062_c0 + cpd00367_c0 <=> cpd00014_c0 + cpd00046_c0	UTP + Cytidine <=> UDP + CMP	<=>
rxn00369	GTP:cytidine 5'-phosphotransferase	|2.7.1.48|	R00517	-4.5	0.23673	cpd00038_c0 + cpd00367_c0 <=> cpd00031_c0 + cpd00046_c0	GTP + Cytidine <=> GDP + CMP	<=>
rxn00367	CTP pyrophosphohydrolase	|3.6.1.8|	R00515	-8.243	0.748021	cpd00001_c0 + cpd00052_c0 <=> cpd00012_c0 + cpd00046_c0	H2O + CTP <=> PPi + CMP	=>
rxn00366	CDP diphosphohydrolase	|3.6.1.5|	R00514	-6.817	0.717554	cpd00001_c0 + cpd00096_c0 <=> cpd00009_c0 + cpd00046_c0 + cpd00067_c0	H2O + CDP <=> Phosphate + CMP + H+	=>
rxn00364	ATP:CMP phosphotransferase	2.7.4.14	R00512	0	2	cpd00002_c0 + cpd00046_c0 <=> cpd00008_c0 + cpd00096_c0	ATP + CMP <=> ADP + CDP	<=>
rxn00365	ATP:cytidine 5'-phosphotransferase	|2.7.1.48|	R00513	-4.5	0.23673	cpd00002_c0 + cpd00367_c0 <=> cpd00008_c0 + cpd00046_c0	ATP + Cytidine <=> ADP + CMP	<=>
rxn00363	Cytidine-5'-monophosphate phosphohydrolase	3.1.3.5|3.1.3.5)	R00511	-2.317	0.735634	cpd00001_c0 + cpd00046_c0 <=> cpd00009_c0 + cpd00067_c0 + cpd00367_c0	H2O + CMP <=> Phosphate + H+ + Cytidine	=>
rxn00362	Cytidine-5'-monophosphate phosphoribo(deoxyribo)hydrolase	3.2.2.10	R00510	-0.733	0.964152	cpd00001_c0 + cpd00046_c0 <=> cpd00101_c0 + cpd00307_c0	H2O + CMP <=> Ribose 5-phosphate + Cytosine	<=>
rxn00361	ATP:adenylylsulfate 3'-phosphotransferase	2.7.1.25	R00509	-4.5	0.23673	cpd00002_c0 + cpd00193_c0 <=> cpd00008_c0 + cpd00044_c0	ATP + APS <=> ADP + PAPS	<=>
rxn00360	3'-Phospho-5'-adenylyl sulfate 3'(2')-phosphohydrolase	|3.1.3.7|	R00508	-2.317	0.735634	cpd00001_c0 + cpd00044_c0 <=> cpd00009_c0 + cpd00067_c0 + cpd00193_c0	H2O + PAPS <=> Phosphate + H+ + APS	=>
rxn00359	3'-Phosphoadenylylsulfate nucleotidohydrolase	|3.6.1.9|3.6.2.2|	R00507	-20.813	1.01359	cpd00001_c0 + cpd00044_c0 <=> cpd00045_c0 + cpd00048_c0 + cpd00067_c0	H2O + PAPS <=> PAP + SLF + H+	=>
rxn00358	UDP-D-galactopyranose furanomutase	5.4.99.9	R00505	0.24	0.264698	cpd00043_c0 <=> cpd02338_c0	UDPgalactose <=> UDP-D-galacto-1,4-furanose	<=>
rxn00357	UDPgalactose:UDP-N-acetyl-D-glucosamine galactosephosphotransferase	|2.7.8.18|	R00504	-4.5	0.23673	cpd00037_c0 + cpd00043_c0 <=> cpd00091_c0 + cpd02887_c0	UDP-N-acetylglucosamine + UDPgalactose <=> UMP + UDP-N-acetyl-6-(D-galactose-1-phospho)-D-glucosamine	<=>
rxn00356	UDPgalactose:D-glucose 4-beta-D-galactosyltransferase	|2.4.1.22|	R00503	-1.7	0.632032	cpd00027_c0 + cpd00043_c0 <=> cpd00014_c0 + cpd00208_c0	Glucose + UDPgalactose <=> UDP + LACT	<=>
rxn00355	UTP:alpha-D-hexose-1-phosphate uridylyltransferase	|2.7.7.10|	R00502	1.07	0.746895	cpd00062_c0 + cpd00348_c0 <=> cpd00012_c0 + cpd00043_c0	UTP + alpha-D-Galactose1-phosphate <=> PPi + UDPgalactose	<=>
rxn00354	rxn00354	|1.1.1.-|	R00501	-4.583	2.15919	cpd00001_c0 + (2) cpd00003_c0 + cpd00043_c0 <=> (2) cpd00004_c0 + (3) cpd00067_c0 + cpd00472_c0	H2O + 2 NAD + UDPgalactose <=> 2 NADH + 3 H+ + UDPgalacturonate	<=>
rxn00353	rxn00353	|1.8.4.-|		-11.882	1.74871	(2) cpd00042_c0 <=> (2) cpd00067_c0 + cpd00111_c0	2 GSH <=> 2 H+ + GSSG	=>
rxn00352	S-Succinylglutathione hydrolase	|3.1.2.13|	R00499	-5.757	1.20727	cpd00001_c0 + cpd02029_c0 <=> cpd00036_c0 + cpd00042_c0 + cpd00067_c0	H2O + S-Succinylglutathione <=> Succinate + GSH + H+	=>
rxn00351	gamma-L-Glutamyl-L-cysteine:glycine ligase (ADP-forming)	6.3.2.3	R00497	-6.354	0.856942	cpd00002_c0 + cpd00033_c0 + cpd00506_c0 <=> cpd00008_c0 + cpd00009_c0 + cpd00042_c0 + cpd00067_c0	ATP + Gly + gamma-Glutamylcysteine <=> ADP + Phosphate + GSH + H+	=>
rxn00349	rxn00349			10000000	10000000	cpd00041_c0 <=> cpd03077_c0	Aspartate <=> alpha-Amino acid	<=>
rxn00350	glutathione hydralase (periplasmic)	|2.3.2.2|3.4.11.4|	R00494	-0.463	0.848213	cpd00001_c0 + cpd00042_c0 <=> cpd00023_c0 + cpd01017_c0	H2O + GSH <=> GLU + Cys-Gly	<=>
rxn00348	L-Aspartate racemase	|5.1.1.13|	R00491	0	2	cpd00041_c0 <=> cpd00320_c0	Aspartate <=> D-Aspartate	<=>
rxn00347	L-Aspartate ammonia-lyase	3.5.1.38|4.3.1.1	R00490	3.08	0.885545	cpd00041_c0 <=> cpd00013_c0 + cpd00106_c0	Aspartate <=> NH3 + Fumarate	<=>
rxn00346	L-Aspartate 1-carboxy-lyase	4.1.1.11|4.1.1.15	R00489	-3.09	0.5417	cpd00041_c0 + cpd00067_c0 <=> cpd00011_c0 + cpd00085_c0	Aspartate + H+ <=> CO2 + beta-Alanine	=>
rxn00345	N-Acetyl-L-aspartate amidohydrolase	|3.5.1.15|	R00488	-2.003	0.984391	cpd00001_c0 + cpd00767_c0 <=> cpd00029_c0 + cpd00041_c0	H2O + N-Acetyl-L-aspartate <=> ACET + Aspartate	<=>
rxn00344	Acetyl-CoA:L-aspartate N-acetyltransferase	|2.3.1.17|	R00487	-5.294	1.25997	cpd00022_c0 + cpd00041_c0 <=> cpd00010_c0 + cpd00067_c0 + cpd00767_c0	Acetyl-CoA + Aspartate <=> CoA + H+ + N-Acetyl-L-aspartate	=>
rxn00343	3-Cyano-L-alanine aminohydrolase	|3.5.5.4|	R00486	1.804	5.0478	(2) cpd00001_c0 + cpd01651_c0 <=> cpd00013_c0 + cpd00041_c0	2 H2O + L-3-Cyanoalanine <=> NH3 + Aspartate	=>
rxn00342	L-Asparagine amidohydrolase	3.5.1.1|3.5.1.38	R00485	-4.723	0.88056	cpd00001_c0 + cpd00132_c0 <=> cpd00013_c0 + cpd00041_c0	H2O + L-Asparagine <=> NH3 + Aspartate	=>
rxn00341	N-Carbamoyl-L-aspartate amidohydrolase	|3.5.1.7|	R00484	2.727	1.29616	cpd00001_c0 + (2) cpd00067_c0 + cpd00343_c0 <=> cpd00011_c0 + cpd00013_c0 + cpd00041_c0	H2O + 2 H+ + N-Carbamoyl-L-aspartate <=> CO2 + NH3 + Aspartate	=>
rxn00340	L-Aspartate:ammonia ligase (AMP-forming)	6.3.1.1	R00483	-3.52	0.913741	cpd00002_c0 + cpd00013_c0 + cpd00041_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd00132_c0	ATP + NH3 + Aspartate <=> PPi + AMP + L-Asparagine	=>
rxn00339	L-Aspartate:ammonia ligase (ADP-forming)	|6.3.1.4|	R00482	-2.094	0.888971	cpd00002_c0 + cpd00013_c0 + cpd00041_c0 <=> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00132_c0	ATP + NH3 + Aspartate <=> ADP + Phosphate + H+ + L-Asparagine	=>
rxn00338	L-aspartate oxidase	|1.4.3.16|	R00481	-53.3497	1.83472	cpd00007_c0 + cpd00041_c0 <=> cpd00025_c0 + cpd00067_c0 + cpd03470_c0	O2 + Aspartate <=> H2O2 + H+ + Iminoaspartate	=>
rxn00337	ATP:L-aspartate 4-phosphotransferase	2.7.2.4	R00480	2.63	0.290389	cpd00002_c0 + cpd00041_c0 + cpd00067_c0 <=> cpd00008_c0 + cpd01977_c0	ATP + Aspartate + H+ <=> ADP + 4-Phospho-L-aspartate	<=>
rxn00336	Isocitrate glyoxylate-lyase	4.1.3.1	R00479	5.02	0.421433	cpd00260_c0 <=> cpd00036_c0 + cpd00040_c0	Isocitrate <=> Succinate + Glyoxylate	<=>
rxn00335	erythro-3-Hydroxy-L-aspartate glyoxylate-lyase	|4.1.3.14|	R00478	5.02	0.421433	cpd02458_c0 <=> cpd00033_c0 + cpd00040_c0	erythro-3-Hydroxy-L-aspartate <=> Gly + Glyoxylate	<=>
rxn00334	3-Oxalomalate glyoxylate-lyase	|4.1.3.13|	R00477	5.02	0.421433	cpd01363_c0 <=> cpd00032_c0 + cpd00040_c0	3-Oxalomalate <=> Oxaloacetate + Glyoxylate	<=>
rxn00333	(S)-2-Hydroxy-acid:oxygen 2-oxidoreductase	|1.1.3.15|	R00475	-24.0297	0.764179	cpd00007_c0 + cpd00139_c0 <=> cpd00025_c0 + cpd00040_c0	O2 + Glycolate <=> H2O2 + Glyoxylate	=>
rxn00332	2-Hydroxy-3-oxoadipate glyoxylate-lyase (carboxylating)	|2.2.1.5|	R00474	10.57	0.680043	cpd00011_c0 + cpd02056_c0 <=> cpd00024_c0 + cpd00040_c0 + cpd00067_c0	CO2 + 2-Hydroxy-3-oxoadipate <=> 2-Oxoglutarate + Glyoxylate + H+	<=
rxn00331	(3S)-3-Carboxy-3-hydroxypropanoyl-CoA glyoxylate-lyase	|4.1.3.24|	R00473	3.21	0.34534	cpd02662_c0 <=> cpd00022_c0 + cpd00040_c0	Malyl-CoA <=> Acetyl-CoA + Glyoxylate	<=>
rxn00330	L-Malate glyoxylate-lyase (CoA-acetylating)	2.3.3.9|4.1.3.2	R00472	8.967	1.25569	cpd00010_c0 + cpd00067_c0 + cpd00130_c0 <=> cpd00001_c0 + cpd00022_c0 + cpd00040_c0	CoA + H+ + MALA <=> H2O + Acetyl-CoA + Glyoxylate	<=
rxn00328	4-Hydroxy-2-oxoglutarate glyoxylate-lyase	|4.1.3.16|4.1.1.3|4.1.2.14|	R00470	3.21	0.34534	cpd00830_c0 <=> cpd00020_c0 + cpd00040_c0	4-Hydroxy-2-oxoglutarate <=> Pyruvate + Glyoxylate	<=>
rxn00327	Ureidoglycolate amidohydrolase (decarboxylating)	3.5.3.19	R00469	-1.513	1.57838	cpd00001_c0 + (2) cpd00067_c0 + cpd00465_c0 <=> cpd00011_c0 + (2) cpd00013_c0 + cpd00040_c0	H2O + 2 H+ + Ureidoglycolate <=> CO2 + 2 NH3 + Glyoxylate	=>
rxn00326	Glyoxylate:NADP+ oxidoreductase (CoA-oxalylating)	|1.2.1.17|	R00468	-4.046	1.52188	cpd00006_c0 + cpd00010_c0 + cpd00040_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00262_c0	TPN + CoA + Glyoxylate <=> TPNH + H+ + Oxalyl-CoA	<=>
rxn00325	Glyoxylate:oxygen oxidoreductase	|1.2.3.5|	R00466	-38.7727	1.03572	cpd00001_c0 + cpd00007_c0 + cpd00040_c0 <=> cpd00025_c0 + cpd00067_c0 + cpd00180_c0	H2O + O2 + Glyoxylate <=> H2O2 + H+ + Oxalate	=>
rxn00324	Glycolate:NADP+ oxidoreductase	|1.1.1.79|1.1.1.26|	R00465	7.68	1.08537	cpd00006_c0 + cpd00139_c0 <=> cpd00005_c0 + cpd00040_c0 + cpd00067_c0	TPN + Glycolate <=> TPNH + Glyoxylate + H+	<=>
rxn00323	L-Lysine-1,6-lactam lactamhydrolase	|3.5.2.11|	R00463	-0.443	1.39989	cpd00001_c0 + cpd01832_c0 <=> cpd00039_c0	H2O + L-Lysine 1,6-lactam <=> Lysine	<=>
rxn00322	L-Lysine carboxy-lyase	4.1.1.18	R00462	-3.09	0.5417	cpd00039_c0 + cpd00067_c0 <=> cpd00011_c0 + cpd01155_c0	Lysine + H+ <=> CO2 + Cadaverine	=>
rxn00320	L-Lysine racemase	|5.1.1.5|5.1.1.9|	R00460	0	2	cpd00039_c0 <=> cpd00549_c0	Lysine <=> D-Lysine	<=>
rxn00321	L-Lysine 2,3-aminomutase	|5.4.3.2|	R00461	0	2	cpd00039_c0 <=> cpd00840_c0	Lysine <=> L-beta-Lysine	<=>
rxn00319	rxn00319			-3.82	1.36244	cpd00039_c0 <=> cpd00013_c0 + cpd00067_c0 + cpd00323_c0	Lysine => NH3 + H+ + L-Pipecolate	=>
rxn00317	L-Lysine:2-oxoglutarate 6-aminotransferase	|2.6.1.36|	R00457	-1	0.351998	cpd00024_c0 + cpd00039_c0 <=> cpd00023_c0 + cpd02522_c0	2-Oxoglutarate + Lysine <=> GLU + 2-Aminoadipate 6-semialdehyde	<=>
rxn00318	N6-Acyl-L-lysine amidohydrolase	|3.5.1.17|	R00458	-2.003	0.984391	cpd00001_c0 + cpd01770_c0 <=> cpd00029_c0 + cpd00039_c0	H2O + N6-Acetyl-L-lysine <=> ACET + Lysine	<=>
rxn00316	rxn00316	|2.3.1.-|	R00454	-5.294	1.25997	cpd00022_c0 + cpd00039_c0 <=> cpd00010_c0 + cpd00067_c0 + cpd01770_c0	Acetyl-CoA + Lysine <=> CoA + H+ + N6-Acetyl-L-lysine	=>
rxn00315	L-Lysine:pyruvate aminotransferase	|2.6.1.71|	R00453	-1	0.351998	cpd00020_c0 + cpd00039_c0 <=> cpd00035_c0 + cpd02522_c0	Pyruvate + Lysine <=> ALA + 2-Aminoadipate 6-semialdehyde	<=>
rxn00314	N2-(D-1-carboxylethyl)-L-lysine:NADP+ oxidoreductase	|1.5.1.16|	R00452	9.207	1.51055	cpd00001_c0 + cpd00006_c0 + cpd02490_c0 <=> cpd00005_c0 + cpd00020_c0 + cpd00039_c0 + cpd00067_c0	H2O + TPN + Lysopine <=> TPNH + Pyruvate + Lysine + H+	<=>
rxn00313	meso-2,6-Diaminoheptanedioate carboxy-lyase	4.1.1.20	R00451	-3.09	0.5417	cpd00067_c0 + cpd00516_c0 <=> cpd00011_c0 + cpd00039_c0	H+ + meso-2,6-Diaminopimelate <=> CO2 + Lysine	=>
rxn00312	L-Lysine:oxygen 2-oxidoreductase (decarboxylating)	|1.13.12.2|	R00449	-109.257	1.04269	cpd00007_c0 + cpd00039_c0 <=> cpd00001_c0 + cpd00011_c0 + cpd00729_c0	O2 + Lysine <=> H2O + CO2 + 5-Aminopentanamide	=>
rxn00311	L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)	|1.14.13.59|	R00448	-90.6267	1.38332	cpd00005_c0 + cpd00007_c0 + cpd00039_c0 <=> cpd00001_c0 + cpd00006_c0 + cpd00757_c0	TPNH + O2 + Lysine <=> H2O + TPN + N6-Hydroxy-L-lysine	=>
rxn00310	L-Lysine:oxygen oxidoreductase(deaminating)	|1.4.3.14|	R00447	-23.0227	1.06194	cpd00001_c0 + cpd00007_c0 + cpd00039_c0 <=> cpd00013_c0 + cpd00025_c0 + cpd02074_c0	H2O + O2 + Lysine <=> NH3 + H2O2 + 2-Oxo-6-aminocaproate	=>
rxn00309	L-Lysine:NAD+ 6-oxidoreductase (deaminating)	|1.4.1.18|		7.687	1.29115	cpd00001_c0 + cpd00003_c0 + cpd00039_c0 <=> cpd00004_c0 + cpd00013_c0 + cpd00067_c0 + cpd01046_c0	H2O + NAD + Lysine <=> NADH + NH3 + H+ + Allysine	<=>
rxn00308	L-lysine:NAD+ oxidoreductase (deaminating, cyclizing)	|1.4.1.15|	R00445	-6.25	1.97627	cpd00003_c0 + cpd00039_c0 <=> cpd00004_c0 + cpd00013_c0 + (2) cpd00067_c0 + cpd00922_c0	NAD + Lysine <=> NADH + NH3 + 2 H+ + delta1-Piperideine-2-carboxylate	=>
rxn00307	GTP pyrophosphate-lyase (cyclizing)	|4.6.1.1|4.6.1.2|	R00434	1.05	2.1824	cpd00038_c0 <=> cpd00012_c0 + cpd00697_c0	GTP <=> PPi + cGMP	=>
rxn00306	Succinate:CoA ligase (GDP-forming)	|6.2.1.4|	R00432	-1.06	1.21342	cpd00010_c0 + cpd00036_c0 + cpd00038_c0 <=> cpd00009_c0 + cpd00031_c0 + cpd00078_c0	CoA + Succinate + GTP <=> Phosphate + GDP + Succinyl-CoA	<=>
rxn00305	GTP:oxaloacetate carboxy-lyase (transphosphorylating)	|4.1.1.32|	R00431	-0.29	0.82841	cpd00032_c0 + cpd00038_c0 + cpd00067_c0 <=> cpd00011_c0 + cpd00031_c0 + cpd00061_c0	Oxaloacetate + GTP + H+ <=> CO2 + GDP + PEP	=>
rxn00304	GTP:pyruvate O2-phosphotransferase	|2.7.1.40|	R00430	4.61	0.654305	cpd00020_c0 + cpd00038_c0 <=> cpd00031_c0 + cpd00061_c0	Pyruvate + GTP <=> GDP + PEP	<=>
rxn00303	ATP:GTP 3'-pyrophosphotransferase	|2.7.6.5|	R00429	-4.5	0.23673	cpd00002_c0 + cpd00038_c0 <=> cpd00018_c0 + cpd02740_c0	ATP + GTP <=> AMP + Guanosine 3'-diphosphate 5'-triphosphate	<=>
rxn00302	GTP 7,8-8,9-dihydrolase	|3.5.4.16|	R00428	-9.793	2.46318	cpd00001_c0 + cpd00038_c0 <=> cpd03518_c0	H2O + GTP <=> Formamidopyrimidine nucleoside triphosphate	=>
rxn00301	Guanosine 5'-triphosphate pyrophosphohydrolase	|3.6.1.8|3.6.1.19|	R00426	-8.243	0.748021	cpd00001_c0 + cpd00038_c0 <=> cpd00012_c0 + cpd00126_c0	H2O + GTP <=> PPi + GMP	=>
rxn00300	GTP 7,8-8,9-dihydrolase (pyrophosphate-forming)	|3.5.4.25|	R00425	-18.539	2.79153	(3) cpd00001_c0 + cpd00038_c0 <=> cpd00012_c0 + cpd00047_c0 + cpd00067_c0 + cpd00957_c0	3 H2O + GTP <=> PPi + FORM + H+ + 2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone	=>
rxn00299	GTP 7,8-8,9-dihydrolase	3.5.4.16	R00424	-16.893	1.79172	cpd00001_c0 + cpd00038_c0 <=> cpd00047_c0 + cpd00067_c0 + cpd02978_c0	H2O + GTP <=> FORM + H+ + 7,8-Dihydroneopterin 3'-triphosphate	=>
rxn00298	UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase	|1.1.1.136|	R00421	-4.583	2.15919	cpd00001_c0 + (2) cpd00003_c0 + cpd00037_c0 <=> (2) cpd00004_c0 + (3) cpd00067_c0 + cpd02782_c0	H2O + 2 NAD + UDP-N-acetylglucosamine <=> 2 NADH + 3 H+ + UDP-N-acetyl-D-glucosaminouronate	<=>
rxn00296	rxn00296		R00419	172.45	2.91815	cpd00037_c0 <=> cpd00273_c0	UDP-N-acetylglucosamine <=> Glycoprotein	<=
rxn00297	UDP-N-acetyl-D-glucosamine 2-epimerase	5.1.3.14	R00420	0	2	cpd00037_c0 <=> cpd00861_c0	UDP-N-acetylglucosamine <=> UDP-N-acetyl-D-mannosamine	<=>
rxn00295	UDP-N-acetyl-D-glucosamine 4-epimerase	|5.1.3.7|	R00418	0	2	cpd00037_c0 <=> cpd00175_c0	UDP-N-acetylglucosamine <=> UDP-N-acetyl-D-galactosamine	<=>
rxn00293	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase	2.7.7.23	R00416	1.07	0.746895	cpd00062_c0 + cpd02611_c0 <=> cpd00012_c0 + cpd00037_c0	UTP + N-Acetyl-D-glucosamine1-phosphate <=> PPi + UDP-N-acetylglucosamine	<=>
rxn00291	N-succinyl-L-glutamate amidohydrolase	|3.5.1.96|	R00411	-0.463	0.848213	cpd00001_c0 + cpd03525_c0 <=> cpd00023_c0 + cpd00036_c0	H2O + N-Succinyl-L-glutamate <=> GLU + Succinate	<=>
